Total,Speed,Direction
19.858205727777776,8.9408,E
16.237294672222223,8.04672,ESE
17.326305788888888,7.15264,E
18.90678107303371,9.83488,E
19.730922294444444,8.04672,ENE
28.037199633333334,8.04672,ESE
30.562038500000003,9.83488,ESE
15.837472283333334,7.15264,E
12.853933372222222,8.9408,NE
16.068316794444446,5.81152,NE
13.73518345,9.83488,NE
13.093794638888888,11.176,E
21.636344466666667,8.04672,ENE
26.746429776536313,9.83488,E
23.4078544301676,5.81152,ESE
21.40768378888889,8.04672,ENE
19.407983366666667,9.83488,NE
22.95598353888889,8.9408,ENE
16.669861244444444,8.04672,ENE
10.988933388888888,7.15264,E
13.061572044444445,4.91744,ENE
13.177350205555555,3.12928,ENE
12.255127300000002,0.8940800000000001,NNE
12.9539948,4.02336,NW
14.167383672222222,3.12928,N
12.923067050000002,4.91744,NNW
12.922345709497206,4.91744,NNW
12.934441077777779,3.12928,W
13.76717835,5.81152,ESE
15.010167227777778,4.91744,ESE
13.91709995,4.02336,ESE
10.203561094444444,7.15264,E
13.541016961111112,4.91744,ESE
12.776766788888889,4.91744,ESE
26.674694244444446,9.83488,SE
36.56421051111111,13.85824,SSE
38.51539347777778,16.09344,SSE
37.12191007777778,13.85824,SSE
37.30401618888889,12.96416,SSE
36.16009933888889,15.19936,SSE
35.714860405555555,13.85824,SSE
33.42099882777778,16.09344,SSE
33.04514463333333,16.09344,SSE
30.710456155555555,16.09344,SSE
30.62861715,16.09344,SSE
29.040605961111112,17.8816,SSE
26.471672883333333,17.8816,SSE
26.83180621111111,20.1168,SSE
25.19545627777778,21.01088,SSE
23.80682825,20.1168,SSE
25.134417494444445,21.01088,SSE
26.061800705555555,20.1168,SSE
26.689239794444443,17.8816,SSE
26.48431732222222,19.22272,SSE
25.468533983333334,19.22272,SSE
21.216889905555554,20.1168,SSE
24.269139572222226,20.1168,SSE
28.588449999999998,16.98752,SSE
28.470600683333334,12.96416,S
27.42554573033708,8.9408,S
22.839072744444447,8.9408,S
17.93228357222222,8.04672,SSE
12.964444472222224,8.04672,SSE
20.443250127777777,8.04672,S
19.269805716666667,8.04672,S
14.678027816666667,8.04672,S
20.268505733333335,8.04672,SSE
31.92752121111111,8.9408,SE
34.290537944444445,12.07008,SSE
34.801732449999996,13.85824,SSE
33.93824367777778,15.19936,SSE
34.263187755555556,12.07008,S
33.786393572222224,12.96416,S
29.718238005555556,11.176,SSW
30.568010627777777,8.9408,S
29.16572200555556,11.176,S
35.47258295555556,8.9408,SSE
35.49407132222222,13.85824,SSE
32.1471488,13.85824,S
33.24322111111111,12.07008,S
35.18008271111111,13.85824,S
30.7890878,13.85824,SSE
30.788504944444444,12.07008,SSE
28.937988933333333,9.83488,SSE
33.07242101666667,8.04672,SSE
35.44873728333333,12.96416,SSE
32.1741711,15.19936,SSE
32.21559972777778,16.09344,S
35.700548761111115,12.96416,SSW
29.706871850000002,12.96416,SW
29.97243326111111,12.07008,WSW
22.82566133888889,11.176,SW
32.009861094444446,8.04672,S
36.47342727777778,12.96416,SSE
36.016966044444445,16.98752,SSE
35.08143836111111,16.98752,SSE
34.24987685,12.96416,SSE
29.946577566666665,12.07008,S
26.288544494444448,8.9408,S
17.365094522222222,8.04672,S
21.901949955555555,7.15264,S
19.49458353888889,5.81152,S
21.783172311111112,8.9408,SSE
34.832644055555555,7.15264,SE
33.898133333333334,15.19936,SE
29.252827844444447,17.8816,SSE
30.728138444444443,13.85824,SSW
31.238110672222223,9.83488,SSW
31.09838811111111,12.96416,S
31.845026927374303,9.83488,S
29.492821855555555,11.176,S
31.076327283333335,8.9408,S
31.461415933333335,8.04672,S
29.248322094444443,8.9408,S
28.350277783333333,8.04672,S
27.76742474860335,8.04672,S
23.330805477777776,8.04672,S
21.630855694444445,7.15264,S
14.92977773888889,7.15264,SSW
13.675466644444443,5.81152,SSW
18.450666816666665,7.15264,S
20.36376671111111,7.15264,SSW
30.516588372222223,5.81152,S
31.70155579444444,9.83488,SSE
32.53964919444444,15.19936,SSE
34.77265501111111,13.85824,SSE
36.14036661666667,16.98752,SSE
32.330939477777775,19.22272,SSE
27.324866283333332,19.22272,SW
28.911238861111112,7.15264,S
28.316561033333333,9.83488,S
29.983366794444443,8.04672,S
33.153621533333336,11.176,S
32.32759962222222,12.07008,S
31.380999811111113,11.176,S
30.15776087777778,12.96416,SW
31.633671544444447,11.176,SSW
28.28227215,9.83488,SSW
31.555149516666667,9.83488,SSW
30.845260755555557,11.176,SW
33.36609406111111,15.19936,SW
33.0877659,13.85824,SW
32.010238666666666,16.98752,WSW
31.766205133333333,15.19936,W
32.71814966111111,12.07008,W
28.204771933333333,12.96416,W
29.80965530555555,9.83488,W
30.5014828,9.83488,WSW
32.69954916111111,9.83488,WSW
26.188361011111112,9.83488,SW
20.764039055555557,11.176,WSW
11.383055577777776,8.04672,WSW
10.183188794444446,5.81152,SSW
20.47815015,7.15264,SSW
27.21234448888889,8.04672,SSW
30.216471738888888,13.85824,WSW
29.563449227777774,8.9408,WSW
27.597593988888885,9.83488,WSW
29.575732872222222,9.83488,WSW
26.892399294444445,8.04672,WSW
28.082093766666667,8.9408,WSW
20.297649944444444,9.83488,SW
15.814883416666667,9.83488,WSW
19.065139161111112,8.04672,SW
14.916539161111112,8.9408,SW
16.273161194444445,8.04672,SW
9.094805638888888,8.04672,SSW
12.336383516666665,7.15264,SSW
19.885378033333332,7.15264,S
18.86156121666667,8.04672,SW
19.355366933333336,8.9408,SW
14.364416877777778,8.9408,SW
11.74035013888889,8.04672,SW
7.610605588888889,8.04672,SW
9.287138938888889,8.04672,SW
6.7446888722222225,7.15264,WSW
5.499483316666667,4.91744,WSW
7.07275005,4.91744,S
7.622172355555555,3.12928,S
10.599111322222223,5.81152,SSE
8.209561322222221,4.91744,S
9.568765800000001,4.02336,SE
9.915258488888888,4.02336,ESE
9.00983355,3.12928,SE
9.055722572222221,1.78816,SSE
7.122155638888889,1.78816,SW
5.993211105555555,0.8940800000000001,NE
6.570650111111111,1.78816,E
9.120433572222222,3.12928,NE
8.921900116666666,3.12928,NE
9.412144738888887,3.12928,NNW
9.678172366666667,4.02336,NNW
11.473111372222222,4.02336,N
18.89774441111111,7.15264,NE
25.05294433888889,11.176,NE
18.875255766666665,8.9408,NE
12.330616738888889,9.83488,NE
9.578650016666668,8.04672,NE
8.954755705555556,7.15264,NE
9.245439072222222,7.15264,N
9.613629292134831,5.81152,N
7.816150737430167,4.91744,N
7.913372294444445,4.91744,N
8.981439044444445,5.81152,NNW
9.788387194444445,4.91744,NW
10.664144377777777,4.02336,WNW
14.171583522222221,5.81152,WNW
11.428577855555556,7.15264,W
12.186739027777778,7.15264,WSW
24.40027776666667,9.83488,W
25.981288888888887,11.176,W
21.69383902222222,9.83488,W
19.191855644444445,9.83488,WSW
24.04893897777778,8.04672,WSW
30.514244299999998,8.9408,W
27.367227866666664,8.9408,WSW
26.436022366666666,8.9408,WSW
23.43330003333333,8.04672,WSW
9.536919528735632,4.91744,W
5.231944455555555,4.02336,WNW
7.595894488888889,4.02336,WNW
13.050111055555554,7.15264,ESE
16.43526686111111,5.81152,SE
14.652916805555556,5.81152,S
16.172627827777777,7.15264,SSE
19.226161216666664,8.04672,SE
12.504083377777778,8.9408,SE
6.743297612359551,7.15264,ESE
8.643394572222222,7.15264,ESE
9.936566655555556,4.91744,SE
11.513561105555555,5.81152,SE
11.526622144444445,7.15264,SSE
14.093783355555555,7.15264,SSE
20.553194272222225,7.15264,S
21.842322211111114,8.04672,S
21.399877733333334,8.04672,SSE
23.794188855555557,8.9408,SSE
23.328327888888886,9.83488,SSE
27.72891688888889,9.83488,SSE
33.119460672222225,11.176,SSE
32.53323837222222,13.85824,SSE
19.412094661111112,21.01088,SSE
28.290838949999998,21.01088,S
29.758244438888887,12.07008,SSW
30.473994505555552,13.85824,SW
28.79939460555556,12.07008,SSW
32.92181118888889,12.07008,S
34.31111059444444,13.85824,SSE
28.748916544444445,13.85824,S
30.102066483333335,9.83488,S
31.391366355555554,8.9408,SSE
32.52923315555555,13.85824,WNW
34.6698098,15.19936,WNW
34.23465461111111,15.19936,W
32.725115994444444,19.22272,WSW
33.95751023333333,16.09344,WSW
26.197189044444446,11.176,SSW
32.78103276666667,13.85824,W
31.369254877777777,13.85824,W
32.95057156666667,15.19936,WNW
33.25892672777778,16.09344,WNW
32.970921311111105,16.98752,WNW
32.09522177777777,16.09344,WNW
30.17721127777778,15.19936,NW
30.213489066666664,13.85824,NW
30.392444422222223,11.176,NW
20.187533477777777,8.9408,NW
19.351516699999998,8.04672,NNW
21.42414061235955,8.9408,N
13.976494477777777,7.15264,NNW
7.7092388666666665,8.04672,NNW
7.675010977777778,4.02336,N
8.295466633333334,0.8940800000000001,NNW
8.897649872222221,1.78816,SSW
6.829672261111111,4.02336,SW
10.723205727777778,4.91744,SE
14.312566777777779,7.15264,SSE
28.59383322777778,7.15264,S
32.46678225,13.85824,NW
29.72582207777778,12.96416,NW
30.043388327777777,12.96416,NW
27.394388883333335,12.07008,NW
28.064194477777775,9.83488,WNW
28.28977766666667,11.176,WNW
24.87951703888889,9.83488,WNW
18.88540016111111,8.9408,NW
18.654127855555558,7.15264,NW
12.853561194444445,7.15264,NW
6.966355483333334,4.91744,NW
12.00387786111111,4.91744,WNW
17.982789,8.04672,W
29.060161488888888,7.15264,WNW
30.77729036312849,11.176,WNW
30.99264412777778,9.83488,WNW
25.750183405555557,11.176,NW
23.725761194444445,8.04672,NW
20.921689266666665,8.9408,NNW
16.780927916666666,8.9408,NNW
9.610227877777778,5.81152,NNW
10.034474921787709,7.15264,NW
7.292011183333333,5.81152,NNW
11.280550055555555,4.91744,NW
14.778205616666666,5.81152,NW
14.071827861111112,4.91744,NW
12.419627883333334,7.15264,WNW
21.364255611111112,8.04672,WNW
28.241705394444445,8.9408,W
31.80998298888889,11.176,W
31.36158282222222,12.07008,W
31.654427133333336,12.96416,W
30.69565505,15.19936,W
29.568338544444448,16.09344,NW
23.242606675213676,12.96416,NW
9.90830553888889,4.02336,NW
18.8130000862069,7.15264,WNW
20.782578016666665,8.04672,WNW
22.82391675,9.83488,WNW
23.974588788888887,9.83488,W
27.666184273743017,8.04672,W
29.0394718,9.83488,W
27.694349655555556,12.07008,WSW
29.01469382222222,8.9408,WSW
30.276282855555554,11.176,WSW
28.796882894444444,13.85824,WSW
26.79101600555555,12.07008,SW
27.933960900000002,12.07008,SW
28.9799049,11.176,WSW
29.377415944444444,12.07008,WSW
29.056705133333335,12.07008,SW
12.960100111111112,9.83488,SW
16.633050216666668,8.9408,SW
18.235305750000002,5.81152,S
15.802555688888889,7.15264,S
20.77267225,8.04672,S
24.742955644444443,8.9408,S
30.1916007752809,9.83488,S
30.768232816666664,12.07008,SSW
27.102411272222223,19.22272,SW
27.988953063218393,13.85824,WSW
28.845340550000003,16.09344,W
28.045770631284917,12.96416,WSW
25.79468908888889,12.96416,SW
21.0763127,12.96416,SW
24.982072394444444,8.04672,SW
31.654944033333333,9.83488,SW
29.036471538888886,16.09344,WSW
29.562177350000002,13.85824,WSW
24.79372771111111,12.07008,WSW
20.161138911111113,9.83488,SW
26.566516827777775,9.83488,S
25.598860916201115,11.176,S
18.072805683333335,8.9408,S
27.08624442777778,7.15264,S
28.013415219101123,11.176,S
23.394878000000002,9.83488,S
24.273927794444443,8.04672,SSW
22.06412307821229,9.83488,S
16.288474938547484,9.83488,SW
26.596799983333334,9.83488,W
27.868944572222226,12.96416,WSW
25.965223195530726,15.19936,WSW
4.808827766666666,8.04672,SSW
5.62567225,4.91744,WNW
10.151094444444444,4.02336,W
16.455777894444445,11.176,WSW
17.920200055555558,8.04672,WNW
14.766550177777779,4.91744,WSW
21.020200133333333,7.15264,SW
28.466238794444447,16.09344,SSE
29.700216133333335,15.19936,S
29.82847717222222,12.96416,S
29.02572757777778,15.19936,WSW
30.31648809444444,12.07008,WSW
21.17664243575419,12.96416,SW
27.498544550000002,7.15264,SSW
31.773499194444444,11.176,SSE
27.85027777777778,12.07008,S
23.550100116666666,12.07008,SW
26.09426633888889,11.176,SW
31.175082738888886,12.07008,WSW
29.970488127777777,16.98752,WSW
26.857505694444445,12.07008,WSW
12.874727827777777,12.07008,WSW
6.432758911111112,5.81152,SW
10.628269466666667,0.8940800000000001,E
27.15645543888889,4.91744,W
29.673755094444445,3.12928,SW
29.156144188888888,5.81152,SW
23.046811394444447,8.04672,SW
5.403488866666667,4.91744,WNW
6.680211055555555,5.81152,NW
6.842588877777778,7.15264,NNE
6.502561775280898,7.15264,NNE
25.276600138888888,9.83488,NE
32.197078194444444,12.96416,NE
29.24202249444444,12.96416,NE
26.574777949999998,9.83488,NE
20.93330565,9.83488,NE
17.681961283333333,9.83488,NNE
9.452483327777777,8.9408,N
5.794749977777778,9.83488,N
2.5986,4.02336,N
3.9574888833333333,5.81152,N
3.2086110999999997,4.91744,N
2.505262422222222,3.12928,N
5.7639110888888885,4.02336,WNW
10.540227772222222,5.81152,WNW
14.544489094444446,8.04672,WNW
19.321683727777778,7.15264,WNW
15.129022311111111,9.83488,NW
12.033777866666666,7.15264,NNW
10.101561172222222,7.15264,N
14.246283483333334,8.04672,N
17.136805755555557,8.9408,NNW
19.91717247777778,8.04672,NNW
15.161638949999999,8.9408,NNW
5.506538894444445,8.04672,NNW
6.499466638888888,5.81152,NNW
17.890272416666665,8.9408,WNW
25.88987252222222,8.9408,WNW
30.985105733333334,9.83488,WNW
29.592088555555556,12.07008,WNW
31.50400492777778,12.07008,WNW
34.469205116666664,12.07008,W
34.64422180555555,12.07008,W
34.72638245714286,13.85824,W
35.09439953333333,16.09344,W
34.71225508888889,16.98752,WSW
31.05120582777778,19.22272,WSW
32.28763106703911,17.8816,W
34.8452271,19.22272,NNW
31.61218968715084,21.01088,NNW
23.00848383888889,12.96416,NNW
25.501283444444447,19.22272,NNW
25.668155494444445,20.1168,NW
22.248133711111112,20.1168,NNW
22.300461183333333,21.01088,NNW
29.82315527777778,19.22272,NNW
29.81844431111111,19.22272,NNW
30.244450272222224,20.1168,NW
33.02298334444445,17.8816,NNW
32.48934411111111,17.8816,NNW
31.10412802777778,17.8816,NNW
33.845216461111114,17.8816,NNW
32.69852208333334,19.22272,NNW
29.825605505555554,16.09344,NNW
32.34213327222222,19.22272,NNW
33.51888888888889,16.98752,NNW
32.84276640555556,16.98752,NNW
32.82579393333333,15.19936,NNW
32.56134945555556,13.85824,N
28.896883194444445,13.85824,NNW
23.733550377777778,8.04672,NW
16.616300233333334,7.15264,NNW
